loan_id	customer_id	loan_type	region_killeen	origination_date	maturity_date	origination_amount	current_balance	interest_rate	collateral_value	purpose_segment	days_past_due	loan_status	annual_income	credit_score	dti_ratio	LTV_ratio
L00000154	C301664	Residential Mortgage	Other Texas Region	2021-12-22	2039-12-22	175922.32	123421.74	14.7498	212033.24	Residential_Mortgage	0	Current	92045	798	0.15	0.5821
L00000155	C591234	Consumer Auto	Other Texas Region	2019-12-17	2039-12-17	6123.85	2431.41	5.4705	7069.67	Consumer_Auto	0	Current	31458	749	0.28	0.3439
L00000156	C999684	Residential Mortgage	Other Texas Region	2023-08-24	2046-08-24	75100.37	27296.83	4.795	76738.69	Residential_Mortgage	90	Past Due (90+)	27879	700	0.2	0.3557
L00000157	C239182	Residential Mortgage	Other Texas Region	2021-08-28	2035-08-28	232357.8	221555.14	8.2652	262041.13	Residential_Mortgage	0	Current	42664	642	0.52	0.8455
L00000158	C572525	Residential Mortgage	Other Texas Region	2023-08-16	2039-08-16	245162.41	217073.04	6.3523	271225.44	Residential_Mortgage	0	Current	171385	653	0.34	0.8003
L00000159	C258338	Personal Unsecured	Other Texas Region	2018-07-24	2027-07-24	10680.17	4209.06	8.2073	-1	Personal_Unsecured	0	Current	67936	763	0.44	0.3196
L00000160	C284064	Commercial Real Estate (CRE)	Other Texas Region	2020-02-26	2031-02-26	655886.29	415776.63	6.1887	739982.9	Multi-Family	0	Current	-1	-1	-1	0.5619
L00000161	C314020	Residential Mortgage	Other Texas Region	2019-10-18	2026-10-18	272572.84	153078.96	7.1334	317692.66	Residential_Mortgage	0	Current	123841	678	0.23	0.4818
L00000162	C723094	Commercial Real Estate (CRE)	Other Texas Region	2023-06-03	2043-06-03	1930876.18	570690.17	8.5408	2023051.21	Industrial	0	Current	-1	-1	-1	0.2821
L00000163	C997421	Residential Mortgage	Killeen, TX Metro	2021-05-02	2026-05-02	212096.61	139556.3	9.5503	218855.87	Residential_Mortgage	0	Current	99464	698	0.48	0.6377
L00000164	C715270	Commercial Real Estate (CRE)	Other Texas Region	2019-05-12	2024-05-12	510910.46	149567.9	5.9317	719442.53	Retail	0	Current	-1	-1	-1	0.2079
L00000165	C745914	Personal Unsecured	Other Texas Region	2019-07-12	2043-07-12	187622.4	107592.74	7.5497	-1	Personal_Unsecured	0	Current	109648	655	0.26	0.4253
L00000166	C219176	Commercial Real Estate (CRE)	Other Texas Region	2021-06-30	2037-06-30	547952.96	327103.19	7.3877	720932.92	Retail	0	Current	-1	-1	-1	0.4537
L00000167	C318126	Residential Mortgage	Killeen, TX Metro	2021-10-15	2039-10-15	1000	836.51	4.0066	1423.21	Residential_Mortgage	0	Current	51533	782	0.3	0.5878
L00000168	C318969	Consumer Auto	Killeen, TX Metro	2018-06-15	2023-06-15	241553.3	201847.81	11.2589	332263.95	Consumer_Auto	0	Current	77130	667	0.17	0.6075
L00000169	C222409	Commercial Real Estate (CRE)	Other Texas Region	2022-08-18	2039-08-18	1656114.31	935606.76	6.8849	1953923.68	Multi-Family	0	Current	-1	-1	-1	0.4788
L00000170	C647707	Consumer Auto	Other Texas Region	2018-02-09	2025-02-09	73784.89	24264.64	7.5522	86655.86	Consumer_Auto	0	Current	95926	701	0.46	0.28
L00000171	C353618	Consumer Auto	Other Texas Region	2022-12-01	2045-12-01	283310.44	171937.67	4.0391	331313.15	Consumer_Auto	0	Current	110867	726	0.37	0.519
L00000172	C869598	Consumer Auto	Killeen, TX Metro	2023-12-07	2030-12-07	245856.42	237948.63	4.3018	281069.34	Consumer_Auto	0	Current	149813	850	0.19	0.8466
L00000173	C150015	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-11-29	2032-11-29	754003.06	571665.03	6.9244	942692.17	Retail	0	Current	-1	-1	-1	0.6064
L00000174	C872838	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-08-04	2037-08-04	2537462.21	1897451.83	7.2993	3183849.07	Industrial	0	Current	-1	-1	-1	0.596
L00000175	C222096	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-01-14	2027-01-14	1453863.82	1035229.33	6.7761	1856678.25	Retail	0	Current	-1	-1	-1	0.5576
L00000176	C731347	Commercial Real Estate (CRE)	Other Texas Region	2020-11-20	2026-11-20	1484507.9	1011645.49	8.1496	1686687.3	Office	0	Current	-1	-1	-1	0.5998
L00000177	C285340	Commercial Real Estate (CRE)	Other Texas Region	2023-07-21	2042-07-21	2447485.89	261780.83	6.5147	3261252.73	Retail	0	Current	-1	-1	-1	0.0803
L00000178	C210687	Consumer Auto	Other Texas Region	2018-12-01	2026-12-01	242061.24	137207.76	10.5101	254272.5	Consumer_Auto	0	Current	201680	702	0.36	0.5396
L00000179	C974371	Residential Mortgage	Other Texas Region	2021-04-09	2027-04-09	83616.84	16416.77	6.5134	99701.97	Residential_Mortgage	0	Current	79338	785	0.15	0.1647
L00000180	C511357	Residential Mortgage	Other Texas Region	2022-11-30	2029-11-30	58691.9	32909.29	6.2153	67727.71	Residential_Mortgage	0	Current	98882	746	0.4	0.4859
L00000181	C835716	Commercial Real Estate (CRE)	Other Texas Region	2020-12-26	2043-12-26	364033.22	156846.21	5.9856	508417.36	Multi-Family	0	Current	-1	-1	-1	0.3085
L00000182	C205878	Residential Mortgage	Other Texas Region	2022-05-21	2038-05-21	289967.68	112758.23	11.3462	341981.98	Residential_Mortgage	0	Current	30937	648	0.23	0.3297
L00000183	C827270	Residential Mortgage	Other Texas Region	2018-04-15	2034-04-15	146369.24	84914.01	4.4278	166721.95	Residential_Mortgage	0	Current	90805	734	0.27	0.5093
L00000184	C298286	Consumer Auto	Killeen, TX Metro	2023-04-04	2030-04-04	115318.71	65069.5	14.9937	115890.07	Consumer_Auto	0	Current	95907	671	0.35	0.5615
L00000185	C873290	Commercial Real Estate (CRE)	Other Texas Region	2019-09-06	2037-09-06	761100.96	448130.41	8.8941	823670.35	Multi-Family	0	Current	-1	-1	-1	0.5441
L00000186	C874684	Consumer Auto	Other Texas Region	2022-08-02	2031-08-02	82431.5	25325.74	10.3956	116996.3	Consumer_Auto	0	Current	73820	657	0.54	0.2165
L00000187	C264899	Residential Mortgage	Killeen, TX Metro	2019-01-14	2038-01-14	173529.73	22790.52	13.07	224890.37	Residential_Mortgage	0	Current	83672	692	0.39	0.1013
L00000188	C424767	Personal Unsecured	Killeen, TX Metro	2021-04-03	2036-04-03	141447.34	64564.17	14.6222	-1	Personal_Unsecured	0	Current	74532	714	0.33	0.3373
L00000189	C961882	Commercial Real Estate (CRE)	Other Texas Region	2023-02-28	2031-02-28	117828.3	72643.56	9.2287	125562.63	Retail	0	Current	-1	-1	-1	0.5785
L00000190	C979858	Commercial Real Estate (CRE)	Other Texas Region	2022-08-02	2043-08-02	619072.36	581274.92	9.0412	691436.34	Multi-Family	0	Current	-1	-1	-1	0.8407
L00000191	C479989	Residential Mortgage	Killeen, TX Metro	2021-12-09	2044-12-09	201582.55	35508.62	12.9889	285989.94	Residential_Mortgage	0	Current	60046	707	0.27	0.1242
L00000192	C515515	Personal Unsecured	Other Texas Region	2018-12-14	2041-12-14	140912.51	124150.55	10.9572	-1	Personal_Unsecured	0	Current	82141	735	0.54	0.6591
L00000193	C143585	Consumer Auto	Other Texas Region	2021-09-18	2033-09-18	277484.34	86969.07	9.96	378121.4	Consumer_Auto	30	Past Due (30)	111276	734	0.26	0.23
L00000194	C471369	Residential Mortgage	Other Texas Region	2020-03-11	2039-03-11	257878.87	178470.27	6.9023	281587.95	Residential_Mortgage	0	Current	110183	666	0.18	0.6338
L00000195	C164044	Commercial Real Estate (CRE)	Other Texas Region	2020-11-03	2033-11-03	2565612.82	589579.01	8.6122	3247925.66	Retail	0	Current	-1	-1	-1	0.1815
L00000196	C542296	Residential Mortgage	Killeen, TX Metro	2019-04-24	2040-04-24	116882.85	40533.74	14.9635	161507.51	Residential_Mortgage	0	Current	81483	782	0.46	0.251
L00000197	C209556	Residential Mortgage	Killeen, TX Metro	2023-01-02	2047-01-02	55073.82	22306.5	7.2346	74075.99	Residential_Mortgage	0	Current	58240	786	0.32	0.3011
L00000198	C626981	Residential Mortgage	Killeen, TX Metro	2023-07-22	2029-07-22	152822.95	77184.21	6.8005	191112.46	Residential_Mortgage	0	Current	99854	701	0.45	0.4039
L00000199	C981691	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-10-06	2031-10-06	100000	63293.67	9.2732	115319.93	Retail	30	Past Due (30)	-1	-1	-1	0.5489
L00000200	C867595	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-01-19	2039-01-19	3426288.39	1203188.94	6.5271	4178536.11	Retail	0	Current	-1	-1	-1	0.2879
L00000201	C300235	Residential Mortgage	Other Texas Region	2018-05-11	2030-05-11	319561.79	262971.47	11.7602	344160.76	Residential_Mortgage	0	Current	126210	704	0.36	0.7641
L00000202	C125939	Personal Unsecured	Other Texas Region	2019-08-30	2039-08-30	178887.41	101719.99	8.0812	-1	Personal_Unsecured	0	Current	94296	789	0.33	0.5046
L00000203	C252906	Residential Mortgage	Killeen, TX Metro	2022-05-11	2034-05-11	105639.59	88277.81	8.4515	126490.16	Residential_Mortgage	0	Current	57973	709	0.3	0.6979
L00000204	C642335	Residential Mortgage	Other Texas Region	2021-12-06	2029-12-06	89976.69	89443.11	11.0125	94170.3	Residential_Mortgage	0	Current	99286	716	0.46	0.9498
L00000205	C388249	Personal Unsecured	Other Texas Region	2021-12-12	2031-12-12	56336.58	30615.6	10.1333	-1	Personal_Unsecured	0	Current	20000	598	0.21	0.5342
L00000206	C175766	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-11-03	2042-11-03	1345573.77	540989.9	8.9926	1867684.65	Multi-Family	0	Current	-1	-1	-1	0.2897
L00000207	C508923	Commercial Real Estate (CRE)	Other Texas Region	2023-10-09	2040-10-09	2286268.88	898128.87	9.101	3225594.66	Industrial	0	Current	-1	-1	-1	0.2784
L00000208	C515192	Consumer Auto	Other Texas Region	2020-09-03	2036-09-03	192204.72	125571.05	5.2945	261703.24	Consumer_Auto	0	Current	74051	741	0.24	0.4798
L00000209	C668550	Residential Mortgage	Killeen, TX Metro	2020-09-26	2032-09-26	150271.29	38216.05	12.5023	184503.41	Residential_Mortgage	0	Current	106504	720	0.44	0.2071
L00000210	C487261	Residential Mortgage	Killeen, TX Metro	2021-07-31	2041-07-31	208376.98	48909.8	7.4508	246849.25	Residential_Mortgage	0	Current	162795	570	0.55	0.1981
L00000211	C910208	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-12-10	2041-12-10	3485048.06	471009.49	7.2989	3686930.12	Retail	0	Current	-1	-1	-1	0.1278
L00000212	C785440	Residential Mortgage	Killeen, TX Metro	2019-03-27	2026-03-27	342348.51	141984.78	6.3845	414268.1	Residential_Mortgage	0	Current	55794	768	0.29	0.3427
L00000213	C752664	Residential Mortgage	Killeen, TX Metro	2021-04-22	2027-04-22	48911.94	20294.27	8.6875	55507.39	Residential_Mortgage	0	Current	136698	713	0.43	0.3656
L00000214	C554589	Residential Mortgage	Killeen, TX Metro	2019-11-24	2038-11-24	137505.34	110604.66	12.5563	141500.36	Residential_Mortgage	0	Current	65390	615	0.49	0.7817
L00000215	C237848	Residential Mortgage	Other Texas Region	2021-04-01	2043-04-01	238141.94	150968.53	13.0161	284568.29	Residential_Mortgage	0	Current	56975	699	0.51	0.5305
L00000216	C717075	Residential Mortgage	Killeen, TX Metro	2018-12-11	2036-12-11	216512.74	41970.51	12.7024	286818.2	Residential_Mortgage	0	Current	88764	682	0.16	0.1463
L00000217	C227948	Personal Unsecured	Other Texas Region	2019-03-22	2035-03-22	147948.68	107285.47	14.1786	-1	Personal_Unsecured	0	Current	115783	696	0.17	0.5292
L00000218	C679304	Personal Unsecured	Killeen, TX Metro	2020-10-12	2029-10-12	61211.64	57784.96	6.3318	-1	Personal_Unsecured	0	Current	95364	736	0.29	0.8901
L00000219	C502690	Consumer Auto	Other Texas Region	2023-12-23	2043-12-23	215918.03	199494	9.5695	251641.42	Consumer_Auto	0	Current	20000	730	0.45	0.7928
L00000220	C599046	Personal Unsecured	Other Texas Region	2020-08-04	2036-08-04	173258.05	91447.7	13.4181	-1	Personal_Unsecured	0	Current	101168	643	0.25	0.3944
L00000221	C551269	Commercial Real Estate (CRE)	Other Texas Region	2021-07-13	2033-07-13	1109069.32	872873.61	7.7721	1494735.24	Retail	0	Current	-1	-1	-1	0.584
L00000222	C121959	Consumer Auto	Killeen, TX Metro	2022-01-22	2038-01-22	71062.65	13725.06	9.4692	78605.99	Consumer_Auto	0	Current	46445	722	0.33	0.1746
L00000223	C760890	Residential Mortgage	Other Texas Region	2019-04-09	2027-04-09	204847.43	198443.83	10.5466	270597.74	Residential_Mortgage	0	Current	95905	658	0.33	0.7334
L00000224	C850216	Consumer Auto	Other Texas Region	2018-11-22	2030-11-22	276095.85	210432.72	10.4619	300218.62	Consumer_Auto	0	Current	59922	730	0.24	0.7009
L00000225	C890180	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-05-01	2043-05-01	1964034.13	512043.36	5.9607	2152762.48	Office	0	Current	-1	-1	-1	0.2379
L00000226	C328576	Consumer Auto	Other Texas Region	2021-08-09	2042-08-09	11505.91	5739.01	5.8249	13463.08	Consumer_Auto	0	Current	107728	850	0.49	0.4263
L00000227	C637833	Commercial Real Estate (CRE)	Other Texas Region	2018-04-17	2024-04-17	490618.94	290132.94	6.1123	498054.01	Office	0	Current	-1	-1	-1	0.5825
L00000228	C265838	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-05-02	2039-05-02	1440783.03	982487.41	9.1737	1542055.89	Office	0	Current	-1	-1	-1	0.6371
L00000229	C435674	Consumer Auto	Killeen, TX Metro	2023-10-04	2043-10-04	35768.51	25950.65	9.0617	46123.54	Consumer_Auto	0	Current	57282	767	0.42	0.5626
L00000230	C979989	Consumer Auto	Killeen, TX Metro	2022-11-11	2034-11-11	200217.41	56423.54	4.1147	271724.47	Consumer_Auto	0	Current	57650	721	0.4	0.2076
L00000231	C161087	Residential Mortgage	Other Texas Region	2020-11-24	2044-11-24	141693.76	54353.06	5.1249	161249.81	Residential_Mortgage	30	Past Due (30)	104189	766	0.21	0.3371
L00000232	C693128	Residential Mortgage	Killeen, TX Metro	2019-05-09	2032-05-09	204803.95	50696.95	14.7879	261148.11	Residential_Mortgage	60	Past Due (60)	110688	738	0.28	0.1941
L00000233	C218451	Commercial Real Estate (CRE)	Other Texas Region	2021-07-14	2038-07-14	1369010.15	761057.17	6.9513	1469444.2	Industrial	0	Current	-1	-1	-1	0.5179
L00000234	C547600	Residential Mortgage	Killeen, TX Metro	2019-04-27	2025-04-27	117015.67	97917.36	9.4968	140873.27	Residential_Mortgage	0	Current	78084	705	0.44	0.6951
L00000235	C937437	Commercial Real Estate (CRE)	Other Texas Region	2018-12-16	2025-12-16	2390231.53	2249312.71	7.2662	3024451.18	Industrial	0	Current	-1	-1	-1	0.7437
L00000236	C539792	Consumer Auto	Other Texas Region	2019-01-20	2025-01-20	192418.42	153534.94	7.5243	269601.23	Consumer_Auto	0	Current	177195	677	0.23	0.5695
L00000237	C139353	Residential Mortgage	Killeen, TX Metro	2021-10-04	2041-10-04	103136.09	98269.32	9.7894	106793.51	Residential_Mortgage	0	Current	62951	749	0.31	0.9202
L00000238	C293075	Personal Unsecured	Other Texas Region	2020-07-13	2036-07-13	139877.9	27121.4	7.0351	-1	Personal_Unsecured	0	Current	90401	764	0.25	0.1768
L00000239	C314283	Residential Mortgage	Other Texas Region	2019-06-12	2030-06-12	136438.5	67293.18	9.2705	150128.09	Residential_Mortgage	0	Current	78596	734	0.52	0.4482
L00000240	C414877	Residential Mortgage	Killeen, TX Metro	2019-01-15	2027-01-15	153656.85	95034.06	4.1842	194004.56	Residential_Mortgage	0	Current	20000	715	0.47	0.4899
L00000241	C165318	Residential Mortgage	Other Texas Region	2023-03-31	2033-03-31	1000	828.44	14.6819	1164.83	Residential_Mortgage	0	Current	125302	739	0.2	0.7112
L00000242	C865313	Residential Mortgage	Other Texas Region	2021-08-24	2027-08-24	181208.2	28362.66	11.2171	219368.78	Residential_Mortgage	0	Current	114168	711	0.39	0.1293
L00000243	C582690	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-10-11	2033-10-11	1286223.78	459410.07	6.6665	1404160.67	Office	180	Default/Charge-Off	-1	-1	-1	0.3272
L00000244	C516880	Consumer Auto	Other Texas Region	2018-02-14	2030-02-14	185422.62	115377.54	12.943	202822.27	Consumer_Auto	0	Current	78160	746	0.46	0.5689
L00000245	C691460	Residential Mortgage	Other Texas Region	2019-12-07	2026-12-07	263324.57	29022.08	4.1673	364621.39	Residential_Mortgage	0	Current	147590	803	0.21	0.0796
L00000246	C840976	Residential Mortgage	Other Texas Region	2019-10-22	2025-10-22	223313.04	159993.03	6.4232	272998.14	Residential_Mortgage	0	Current	117030	791	0.29	0.5861
L00000247	C881239	Commercial Real Estate (CRE)	Other Texas Region	2023-11-09	2029-11-09	827262.7	656401.97	8.3754	1035585.65	Office	0	Current	-1	-1	-1	0.6338
L00000248	C193264	Commercial Real Estate (CRE)	Other Texas Region	2022-12-13	2027-12-13	1773235.53	223111.97	5.8925	2376191.93	Office	90	Past Due (90+)	-1	-1	-1	0.0939
L00000249	C870746	Residential Mortgage	Killeen, TX Metro	2019-08-30	2024-08-30	134165.46	102736.8	5.8428	134460.61	Residential_Mortgage	0	Current	106636	715	0.28	0.7641
L00000250	C913168	Consumer Auto	Other Texas Region	2018-06-18	2036-06-18	300017.09	202911.96	9.6058	315231.11	Consumer_Auto	0	Current	101448	614	0.21	0.6437
L00000251	C325281	Residential Mortgage	Killeen, TX Metro	2020-09-14	2041-09-14	131304.85	25680.26	9.8004	165444.94	Residential_Mortgage	0	Current	141597	750	0.36	0.1552
L00000252	C737147	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-09-27	2036-09-27	2126306.39	698702.38	6.9786	2981277.51	Multi-Family	0	Current	-1	-1	-1	0.2344
L00000253	C998613	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-06-29	2033-06-29	1794061.69	1636460.38	5.8643	1961328.73	Multi-Family	0	Current	-1	-1	-1	0.8344
L00000254	C494070	Consumer Auto	Other Texas Region	2023-01-27	2032-01-27	131783.11	81192.34	4.8096	181041.83	Consumer_Auto	0	Current	54101	770	0.22	0.4485
L00000255	C452228	Consumer Auto	Killeen, TX Metro	2019-01-17	2031-01-17	171079.36	29551.91	4.1375	204643.69	Consumer_Auto	0	Current	69897	637	0.46	0.1444
L00000256	C531839	Personal Unsecured	Other Texas Region	2018-01-04	2041-01-04	305942.67	260531.13	6.7377	-1	Personal_Unsecured	0	Current	62618	718	0.5	0.7784
L00000257	C369536	Commercial Real Estate (CRE)	Killeen, TX Metro	2022-09-17	2029-09-17	1281381.77	813728.89	8.8468	1282012.05	Multi-Family	0	Current	-1	-1	-1	0.6347
L00000258	C417824	Personal Unsecured	Other Texas Region	2023-07-10	2043-07-10	202283.86	189106.52	11.6143	-1	Personal_Unsecured	0	Current	105554	696	0.47	0.8575
L00000259	C357426	Consumer Auto	Other Texas Region	2023-01-19	2038-01-19	17465.63	13903.44	12.6399	17589.25	Consumer_Auto	0	Current	117249	773	0.37	0.7905
L00000260	C277789	Consumer Auto	Other Texas Region	2022-12-18	2027-12-18	302712.21	85313.72	4.775	307504.02	Consumer_Auto	0	Current	106407	794	0.18	0.2774
L00000261	C613153	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-06-09	2038-06-09	2127681.87	1845568.56	8.2125	3002602.84	Retail	0	Current	-1	-1	-1	0.6147
L00000262	C842452	Consumer Auto	Killeen, TX Metro	2019-07-20	2039-07-20	50902.46	8325.26	10.8226	63838.74	Consumer_Auto	0	Current	47768	718	0.41	0.1304
L00000263	C937291	Residential Mortgage	Other Texas Region	2019-11-22	2026-11-22	122579.53	117948.96	9.7884	139860.67	Residential_Mortgage	0	Current	51898	758	0.21	0.8433
L00000264	C225657	Residential Mortgage	Other Texas Region	2021-10-26	2043-10-26	192970	180585.3	13.9873	264327.29	Residential_Mortgage	0	Current	62599	666	0.21	0.6832
L00000265	C335167	Residential Mortgage	Other Texas Region	2018-10-08	2029-10-08	226558.18	129051.26	13.4018	291857.61	Residential_Mortgage	0	Current	69530	798	0.43	0.4422
L00000266	C781669	Consumer Auto	Other Texas Region	2023-01-26	2033-01-26	104610.43	30259.38	14.0123	109735.19	Consumer_Auto	0	Current	149214	695	0.52	0.2757
L00000267	C580671	Personal Unsecured	Other Texas Region	2022-12-31	2030-12-31	265171.48	109177.9	13.309	-1	Personal_Unsecured	0	Current	20000	677	0.29	0.4021
L00000268	C819094	Consumer Auto	Other Texas Region	2022-11-24	2042-11-24	212579.66	192662.74	9.7473	225835.34	Consumer_Auto	0	Current	77653	747	0.36	0.8531
L00000269	C170467	Residential Mortgage	Other Texas Region	2020-01-10	2036-01-10	294913.04	176608.91	10.0818	342810.27	Residential_Mortgage	0	Current	173495	677	0.28	0.5152
L00000270	C283734	Residential Mortgage	Killeen, TX Metro	2020-07-09	2035-07-09	245943.26	116628.51	13.4406	253894.59	Residential_Mortgage	0	Current	94625	700	0.45	0.4594
L00000271	C722794	Residential Mortgage	Killeen, TX Metro	2020-01-26	2040-01-26	210747.95	81162.97	14.8733	263496.75	Residential_Mortgage	0	Current	115657	722	0.4	0.308
L00000272	C209751	Residential Mortgage	Other Texas Region	2022-07-06	2043-07-06	177633.47	84268.18	14.0218	201880.32	Residential_Mortgage	0	Current	140137	667	0.32	0.4174
L00000273	C481050	Residential Mortgage	Killeen, TX Metro	2023-06-13	2047-06-13	313439.58	267563.68	14.258	427924.83	Residential_Mortgage	0	Current	115058	673	0.47	0.6253
L00000274	C911774	Consumer Auto	Other Texas Region	2020-06-21	2043-06-21	145382.46	61365.18	6.2359	187888.62	Consumer_Auto	0	Current	39144	737	0.3	0.3266
L00000275	C792517	Commercial Real Estate (CRE)	Other Texas Region	2020-02-27	2044-02-27	1432818.77	480809.29	8.1279	1620384.79	Industrial	0	Current	-1	-1	-1	0.2967
